買	企業名	コード	ビジネスモデル	17業種	33業種	テンバガー指標	ノーバガー指標	PER	何倍株か	決算	決算伸び率%	IPO情報URL	有価証券報告書	IR	事業内容	想定時価総額（億円）	会社設立	上場日	市場	株主名と比率	企業業績のデータ（5年分）	管理人からのコメント	会社URL
	ASNOVA											https://www.ipokiso.com/company/2022/asnova.html		https://irbank.net//ir	クサビ緊結式足場の仮設資材レンタル・販売及び足場架払工事	23.6	2013年（9年目）	4月21日(木)	名証ネクスト	"[{""株主名"": ""一般社団法人    ニチレン"", ""比率"": 52.48, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""上田桂司 （社長）"", ""比率"": 46.51, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""ASNOVA従業員持株会"", ""比率"": 0.94, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""森下哲"", ""比率"": 0.07, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""経常利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""当期純利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""純資産額 （百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純資産額（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純利益（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本比率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本利益率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}]"	ASNOVA[アスノバ]（9223）、クサビ緊結式足場を主とした仮設機材のレンタル、新品の仮設機材の販売、足場架払工事（住宅の外壁塗装をおこなう際に必要な足場を住宅の周りに作って架ける）をおこなっています。建設需要は継続的に期待できますが、市場が飽和していますので、ここから利益を伸ばしていく展開は望みにくいです。	https://www.asnova.co.jp/
	サークレイス											https://www.ipokiso.com/company/2022/circlace.html		https://irbank.net//ir	クラウドシステムの導入運用支援・自社開発のクラウドシステムの提供	29.1	2012年（10年目）	4月12日(火)	東証グロース	"[{""株主名"": ""（株）パソナグループ"", ""比率"": 39.74, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""TQUILA    LIMITED"", ""比率"": 38.36, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""salesforce.com,    inc."", ""比率"": 8.83, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""佐藤 司"", ""比率"": 3.45, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""佐藤 潤（社長）"", ""比率"": 3.45, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""工藤 正通"", ""比率"": 0.99, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""増田 剛"", ""比率"": 0.99, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""木部 勝"", ""比率"": 0.77, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""ポール 与那嶺"", ""比率"": 0.14, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""庄司 哲也"", ""比率"": 0.14, ""ロックアップ"": ""継続保有"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""経常利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""当期純利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""純資産額 （百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純資産額（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純利益（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本比率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本利益率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}]"	サークレイス（5029）、Salesforceプラットフォームを主力としたクラウド活用に特化したコンサルティング、システム開発サービスを提供しています。さらに、導入支援、運用保守などもおこなっています。	https://www.circlace.com/
	エフビー介護サービス											https://www.ipokiso.com/company/2022/fb-kaigo.html		https://irbank.net//ir	福祉用具の貸与・販売・住宅改修、介護施設等の運営をはじめとした介護サービスの提供	30.9	1987年（35年目）	4月7日(木)	東証スタンダード	"[{""株主名"": ""栁澤    秀樹（社長）"", ""比率"": 22.81, ""ロックアップ"": ""90日間"", ""isCEO"": true}, {""株主名"": ""栁澤 考輝"", ""比率"": 16.89, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""栁澤 美穂"", ""比率"": 12.67, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""(株)カントリビューション"", ""比率"": 12.67, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""SUN(株)"", ""比率"": 8.45, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""栁澤 瞬"", ""比率"": 4.22, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""栁澤 翔"", ""比率"": 4.22, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""栁澤 陽子"", ""比率"": 2.53, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""フランスベッドホールディングス(株)"", ""比率"": 2.32, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""ぐんま医工連携活性化投資事業有限責任組合"", ""比率"": 1.76, ""ロックアップ"": ""継続保有"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""経常利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""当期純利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""純資産額 （百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純資産額（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純利益（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本比率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本利益率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}]"	エフビー介護サービス（9220）、福祉用具事業では、福祉用具の貸し出し、販売、委託介護の支援をしています。介護事業では、介護付き有料老人ホーム、住宅型有料老人ホーム、グループホームなどを運営しています。	https://fb-kaigo.co.jp/
	セカンドサイトアナリティカ											https://www.ipokiso.com/company/2022/sxi.html		https://irbank.net//ir	機械学習やディープラーニングなどを用いたアナリティクス・コンサルティングサービス及びAIプロダクトの提供	33.1	2016年（6年目）	4月4日(月)	東証グロース	"[{""株主名"": ""（株）新生銀行"", ""比率"": 17.56, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""深谷 直紀"", ""比率"": 12.63, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""髙山 博和（社長）"", ""比率"": 12.27, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""加藤 良太郎"", ""比率"": 11.57, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""エクシオグループ（株）"", ""比率"": 9.85, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""TIS（株）"", ""比率"": 9.85, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）ミロク情報サービス"", ""比率"": 5.8, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""TUSIC投資事業有限責任組合"", ""比率"": 4.91, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""（株）セブン銀行"", ""比率"": 2.9, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""TUSキャピタル1号投資事業有限責任組合"", ""比率"": 2.63, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""経常利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""当期純利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""純資産額 （百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純資産額（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純利益（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本比率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本利益率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}]"	セカンドサイトアナリティカ（5028）、ワンストップでアナリティクス・AIの開発・導入・活用・運用のサービスを提供しています。IPOで人気化しやすいAI関連に加えて、ビジネスアナリティクス市場は、2027年まで年平均成長率13.2％が見込まれており（デロイト トーマツミック経済研究所調べ）、今後の成長も期待できます。	https://www.sxi.co.jp/
	ノバック											https://www.ipokiso.com/company/2022/novac.html		https://irbank.net//ir	土木工事・建築工事事業	167.2	1965年（57年目）	3月31日(木)	東証2部	"[{""株主名"": ""ノバック従業員持株会"", ""比率"": 25.98, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""立花 充（社長）"", ""比率"": 7.33, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""石田 久男"", ""比率"": 7.24, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""大谷 敏博"", ""比率"": 5.03, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""山本 博和"", ""比率"": 4.25, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""牧野 久"", ""比率"": 4.03, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""東山 正人"", ""比率"": 3.82, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""大谷 敏彦"", ""比率"": 3.05, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""大谷 博三"", ""比率"": 3.05, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""齋木純一郎"", ""比率"": 2.51, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年4月"": null, ""2019年4月"": null, ""2020年4月"": null, ""2021年4月"": null}}, {""経常利益（百万円）"": {""2018年4月"": null, ""2019年4月"": null, ""2020年4月"": null, ""2021年4月"": null}}, {""当期純利益（百万円）"": {""2018年4月"": null, ""2019年4月"": null, ""2020年4月"": null, ""2021年4月"": null}}, {""純資産額 （百万円）"": {""2018年4月"": null, ""2019年4月"": null, ""2020年4月"": null, ""2021年4月"": null}}, {""1株あたりの純資産額（円）"": {""2018年4月"": null, ""2019年4月"": null, ""2020年4月"": null, ""2021年4月"": null}}, {""1株あたりの純利益（円）"": {""2018年4月"": null, ""2019年4月"": null, ""2020年4月"": null, ""2021年4月"": null}}, {""自己資本比率（％）"": {""2018年4月"": null, ""2019年4月"": null, ""2020年4月"": null, ""2021年4月"": null}}, {""自己資本利益率（％）"": {""2018年4月"": null, ""2019年4月"": null, ""2020年4月"": null, ""2021年4月"": null}}]"	ノバック（5079）、国土交通省各地方整備局、各地方自治体、各高速道路会社の官公庁発生工事を中心とした社会インフラの建設工事をおこなっています。人気化しにくい東証2部で、IPOのテーマとしても弱く、買い需要に不安があります。公開株数も少なくありませんし、現在のIPO相場の弱さを考えると、初値の上昇は期待しづらいです。	https://www.novac-cnst.co.jp/
	ギックス											https://www.ipokiso.com/company/2022/gixo.html		https://irbank.net//ir	アナリティクスを用いたデータインフォームド事業データを活用した各種コンサルティング業務およびツールの研究開発。ツールを用いた各種サービスの提供	58.8	2012年（10年目）	3月30日(水)	東証マザーズ	"[{""株主名"": ""網野    知博（社長）"", ""比率"": 38.1, ""ロックアップ"": ""90日間"", ""isCEO"": true}, {""株主名"": ""田中 耕比古"", ""比率"": 17.49, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""花谷 慎太郎"", ""比率"": 17.49, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""FinTech    ビジネスイノベーション投資事業有限責任組合"", ""比率"": 10.7, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""（株）JR西日本イノベーションズ"", ""比率"": 5.83, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""日本ユニシス（株）"", ""比率"": 4.89, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""鴨居 達哉"", ""比率"": 1.87, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""三菱UFJキャピタル7号投資事業有限責任組合"", ""比率"": 0.94, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""安藤 祐輔"", ""比率"": 0.9, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""岡 大勝"", ""比率"": 0.9, ""ロックアップ"": ""継続保有"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null}}, {""経常利益（百万円）"": {""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null}}, {""当期純利益（百万円）"": {""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null}}, {""純資産額 （百万円）"": {""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null}}, {""1株あたりの純資産額（円）"": {""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null}}, {""1株あたりの純利益（円）"": {""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null}}, {""自己資本比率（％）"": {""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null}}, {""自己資本利益率（％）"": {""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null}}]"	ギックス（9219）、クライアント企業の経営課題解決、競争力強化のために、データを用いて物事を理解・判断する「データインフォームド」による各種コンサルティングおよびツールの研究開発をおこなっています。直近の業績推移を見ると、右肩上がりに成長しており、将来性は十分にあります。	https://www.gixo.jp/
	メンタルヘルステクノロジーズ											https://www.ipokiso.com/company/2022/mh-tec.html		https://irbank.net//ir	メンタルヘルスソリューション事業、メディカルキャリア支援事業、デジタルマーケティング事業	60.6	2011年（11年目）	3月28日(月)	東証マザーズ	"[{""株主名"": ""刀禰    真之介（社長）"", ""比率"": 37.31, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""ファストトラックイニシアティブ2号投資事業有限責任組合"", ""比率"": 17.25, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""（株）Orchestra    Investment"", ""比率"": 4.04, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""Skyland    Ventures 1号投資事業有限責任組合"", ""比率"": 3.85, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""（株）ベクトル"", ""比率"": 3.85, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""INTAGE Open    Innovation投資事業有限責任組合"", ""比率"": 3.85, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""（株）杏林舍"", ""比率"": 1.93, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""和田 洋"", ""比率"": 1.64, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""山田 真弘"", ""比率"": 1.45, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""Aflac    Ventures LLC"", ""比率"": 1.35, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""経常利益（百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""当期純利益（百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""純資産額 （百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""1株あたりの純資産額（円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""1株あたりの純利益（円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""自己資本比率（％）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""自己資本利益率（％）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}]"	メンタルヘルステクノロジーズ（9218）、オンライン型・オフライン型のメンタルヘルスケアサービス「ELPIS」の開発、提供をしています。他に、医師を医療機関に紹介する採用支援サービス、医学会向けにWebマーケティング支援サービスを提供しています。近年、企業や公共機関がメンタルヘルスケアに力を入れ始めており、純粋に市場として将来性があります。直近の業績推移を見ても、急激な右肩上がりで成長しており、先行きは明るく感じます。	https://mh-tec.co.jp/
	住信SBIネット銀行											https://www.ipokiso.com/company/2022/netbk.html		https://irbank.net//ir	インターネット専業銀行	2999.9	1986年（36年目）	3月24日(木)	東証1部	"[{""株主名"": ""三井住友信託銀行（株）"", ""比率"": 50.0, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""SBIホールディングス（株）"", ""比率"": 50.0, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""経常収益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""経常利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""当期純利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""純資産額 （百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純資産額（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純利益（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本比率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本利益率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}]"	"住信SBIネット銀行（7163）は、三井住友信託銀行とSBIホールディングスの共同出資による、インターネット専業銀行です。元となる会社は1986年の設立ですが、住信SBIネット銀行としての営業は2007年からスタートしました。ここ数年で口座数、経常収益を順調に伸ばしています。
　住宅ローン※に強く、ネット銀行の利点を活かして大手銀行よりも低金利で提供しています。"	https://www.netbk.co.jp/
	TORICO											https://www.ipokiso.com/company/2022/torico.html		https://irbank.net//ir	コミックの全巻売りECサイト『漫画全巻ドットコム』の運営およびマンガ・アニメ関連グッズの販売などをおこなう各種マンガ事業	22.1	2005年（17年目）	3月23日(水)	東証マザーズ	"[{""株主名"": ""安藤 拓郎（社長）"", ""比率"": 36.47, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""石井 昭"", ""比率"": 14.93, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""テクノロジーベンチャーズ3号投資事業有限責任組合\r\n    無限責任組合員伊藤忠テクノロジーベンチャーズ（株）"", ""比率"": 11.74, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""鯉沼 充"", ""比率"": 10.66, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""三菱UFJキャピタル5号投資事業有限責任組合\r\n    無限責任組合員三菱UFJキャピタル（株）"", ""比率"": 5.06, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""AJC企業育成投資事業有限責任組合\r\n    無限責任組合員AJキャピタル（株）"", ""比率"": 4.19, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""（株）A"", ""比率"": 2.94, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""SuMi    TRUSTイノベーション投資事業有限責任組合\r\n    無限責任組合員SBIインベストメント（株）"", ""比率"": 2.85, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""日本アジア投資（株）"", ""比率"": 2.55, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""SMBCベンチャーキャピタル1号投資事業有限責任組合\r\n    無限責任組合員SMBCベンチャーキャピタル（株）"", ""比率"": 1.76, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""経常利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""当期純利益（百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""純資産額 （百万円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純資産額（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""1株あたりの純利益（円）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本比率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}, {""自己資本利益率（％）"": {""2018年3月"": null, ""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null}}]"	TORICO[トリコ]（7138）、新型コロナウイルスによる新しい生活様式において、巣ごもり消費の一部が紙コミックス・電子コミックスの売上を拡大させています。直近の業績推移を見ると、右肩上がりの急成長に見えますが、外部要因の影響も大きいので慎重に見る必要があります。	https://www.torico-corp.com/
	RepertoireGenesis											https://www.ipokiso.com/company/2022/repertoire.html		https://irbank.net//ir	免疫多様性解析を基盤とした新規診断法・治療法の開発支援	66.3	2014年（8年目）	3月18日(金)	東証マザーズ	"[{""株主名"": ""UTEC3号投資事業有限責任組合"", ""比率"": 29.42, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""Beyond Next    Ventures 1号投資事業有限責任組合"", ""比率"": 14.71, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""鈴木 隆二"", ""比率"": 10.95, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""新井 理"", ""比率"": 10.82, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""全薬工業（株）"", ""比率"": 9.87, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""松谷 隆治"", ""比率"": 8.05, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""北浦 一孝"", ""比率"": 5.28, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""市川 満寿夫（社長）"", ""比率"": 4.46, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""丸山 哲也"", ""比率"": 1.73, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""ノーベルファーマ（株）"", ""比率"": 1.21, ""ロックアップ"": ""継続保有"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""経常利益（百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""当期純利益（百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""純資産額 （百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""1株あたりの純資産額（円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""1株あたりの純利益（円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""自己資本比率（％）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""自己資本利益率（％）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}]"	Repertoire Genesis[レパトア ジェネシス]（9217）、免疫系を応用したこれまでにない新しい医療開発（基礎研究、予防、診断、治療）を支援する事業を展開しています。バイオ系では珍しく、直近期末の利益が黒字になっていますが、今期は第3四半期時点で赤字となっていますので、安定した黒字というわけではなさそうです。最近の弱気なIPO相場を考えると、統計的に人気化しづらいバイオ銘柄の初値上昇は期待しづらいです。	https://www.repertoire.co.jp/
